Unnamed: 0,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Experience_Category,Age_Category,Job_Level
47,45.0,0,2,34,16.0,180000.0,3,8,4,2,1
48,38.0,1,3,165,11.0,120000.0,0,1,4,2,1
49,25.0,1,0,46,0.0,35000.0,4,1,0,4,0
50,51.0,0,0,13,22.0,130000.0,2,6,1,3,1
51,33.0,1,2,6,7.0,85000.0,0,2,3,0,0
52,40.0,0,0,39,12.0,60000.0,2,9,4,2,0
53,47.0,1,2,189,19.0,200000.0,0,1,4,3,0
54,29.0,0,0,45,3.0,50000.0,1,3,2,0,0
55,36.0,1,0,118,9.0,95000.0,2,6,3,2,1
56,27.0,0,2,188,2.0,65000.0,1,9,0,0,0
57,43.0,1,3,130,17.0,140000.0,4,5,4,2,1
58,30.0,0,0,173,4.0,55000.0,1,9,2,0,1
59,35.0,1,2,106,7.0,105000.0,1,1,3,0,1
60,51.0,0,2,35,23.0,170000.0,4,0,1,3,1
61,29.0,1,0,93,3.0,50000.0,2,4,2,0,0
62,40.0,0,0,48,12.0,80000.0,2,6,4,2,1
63,47.0,1,3,129,21.0,180000.0,2,9,1,3,1
64,26.0,1,0,56,1.0,35000.0,0,2,0,0,0
65,38.0,0,2,24,10.0,90000.0,2,6,3,2,1
66,46.0,1,0,52,19.0,120000.0,0,2,4,3,1
67,31.0,0,0,15,5.0,45000.0,1,1,2,0,0
68,34.0,1,2,5,8.0,90000.0,1,1,3,0,1
69,49.0,0,2,132,18.0,150000.0,1,9,4,3,1
70,33.0,1,0,191,6.0,65000.0,4,5,3,0,0
71,39.0,0,0,112,11.0,70000.0,4,1,4,2,0
72,45.0,1,3,113,16.0,190000.0,3,7,4,2,1
73,28.0,1,0,184,2.0,40000.0,2,6,0,0,0
74,42.0,0,2,12,14.0,120000.0,1,3,4,2,1
75,37.0,1,0,109,10.0,95000.0,4,1,3,2,1
76,50.0,0,0,102,22.0,160000.0,4,9,1,3,1
77,32.0,1,2,168,6.0,100000.0,4,0,3,0,1
78,48.0,0,2,50,20.0,180000.0,1,3,4,3,1
79,30.0,0,0,10,3.0,55000.0,0,9,2,0,1
80,36.0,1,0,183,8.0,70000.0,3,1,3,2,0
81,41.0,0,2,18,13.0,80000.0,4,9,4,2,0
82,25.0,1,0,120,0.0,30000.0,0,1,0,4,0
83,52.0,1,3,9,24.0,250000.0,1,3,1,3,0
84,29.0,0,0,65,2.0,40000.0,0,1,0,0,0
85,34.0,0,2,40,10.0,95000.0,3,9,3,0,0
86,27.0,1,0,55,2.0,45000.0,1,9,0,0,1
87,40.0,0,0,47,15.0,80000.0,4,5,4,2,0
88,46.0,1,2,159,21.0,135000.0,1,1,1,3,1
89,31.0,0,0,94,6.0,55000.0,0,1,3,0,0
90,36.0,1,3,104,11.0,120000.0,3,7,4,2,1
91,29.0,0,0,115,3.0,40000.0,2,9,2,0,0
92,43.0,1,0,182,18.0,105000.0,3,8,4,2,1
93,52.0,0,2,148,25.0,170000.0,2,4,1,3,1
94,33.0,1,0,4,7.0,75000.0,0,2,3,0,0
95,39.0,0,0,186,12.0,65000.0,4,0,4,2,0
96,47.0,1,3,114,22.0,160000.0,0,1,1,3,0
97,26.0,1,0,86,1.0,35000.0,2,9,0,0,0
98,38.0,0,2,110,10.0,90000.0,3,1,3,2,1
99,45.0,1,0,100,20.0,110000.0,2,4,4,2,0
100,31.0,0,0,39,5.0,45000.0,0,1,2,0,0
101,35.0,1,2,107,8.0,95000.0,2,9,3,0,1
102,49.0,0,2,136,19.0,150000.0,0,9,4,3,1
103,33.0,1,0,90,5.0,50000.0,1,1,2,0,0
104,39.0,0,2,157,13.0,80000.0,3,8,4,2,1
105,44.0,1,3,8,16.0,220000.0,4,0,4,2,0
106,30.0,0,0,23,3.0,50000.0,3,9,2,0,0
107,36.0,1,0,54,7.0,60000.0,4,1,3,2,0
108,41.0,0,2,145,14.0,100000.0,4,9,4,2,1
109,28.0,1,0,16,2.0,40000.0,4,5,0,0,1
110,42.0,0,2,134,15.0,110000.0,4,1,4,2,1
111,37.0,1,0,179,9.0,95000.0,3,9,3,2,1
112,50.0,0,0,181,22.0,130000.0,3,8,1,3,0
113,32.0,1,2,124,6.0,90000.0,4,1,3,0,1
114,23.0,0,0,71,0.5,35000.0,4,9,0,4,0
115,31.0,1,2,132,6.0,95000.0,0,1,3,0,1
116,40.0,0,0,99,15.0,65000.0,4,9,4,2,1
117,48.0,1,3,103,20.0,170000.0,4,5,4,3,1
118,29.0,0,0,70,3.0,45000.0,0,2,2,0,0
119,35.0,1,2,155,10.0,120000.0,1,9,3,0,1
120,42.0,0,0,118,17.0,100000.0,2,6,4,2,1
121,53.0,1,2,34,25.0,180000.0,3,7,1,3,1
122,33.0,0,0,75,5.0,50000.0,0,2,2,0,0
123,38.0,1,0,13,11.0,80000.0,2,9,4,2,1
124,44.0,0,3,165,16.0,140000.0,3,7,4,2,1
125,26.0,1,0,56,2.0,40000.0,3,9,0,0,0
126,37.0,0,2,135,9.0,95000.0,4,0,3,2,1
127,45.0,1,0,119,18.0,110000.0,3,9,4,2,1
128,32.0,0,0,94,4.0,50000.0,4,9,2,0,0
129,34.0,1,2,167,8.0,105000.0,1,9,3,0,1
130,50.0,0,2,35,21.0,160000.0,3,9,1,3,1
131,29.0,1,0,89,3.0,45000.0,2,9,2,0,0
132,40.0,0,2,169,12.0,100000.0,1,3,4,2,1
133,47.0,1,3,161,22.0,160000.0,4,5,1,3,1
134,27.0,1,0,83,1.0,35000.0,3,7,0,0,0
135,39.0,0,0,2,10.0,55000.0,1,3,3,2,0
136,46.0,1,2,159,19.0,140000.0,1,3,4,3,1
137,30.0,0,0,73,4.0,50000.0,1,9,2,0,1
138,36.0,1,0,63,7.0,60000.0,0,1,3,2,0
139,43.0,0,2,156,14.0,120000.0,0,9,4,2,1
140,28.0,1,0,58,2.0,40000.0,4,9,0,0,0
141,41.0,0,2,148,13.0,110000.0,0,2,4,2,1
142,33.0,1,0,86,5.0,50000.0,4,5,2,0,0
143,47.0,1,0,163,20.0,135000.0,2,9,4,3,1
144,25.0,0,2,74,1.5,40000.0,0,1,0,4,0
145,34.0,1,0,124,8.0,90000.0,0,1,3,0,1
146,42.0,0,3,129,16.0,150000.0,2,4,4,2,1
147,31.0,1,0,79,4.0,60000.0,3,8,2,0,1
148,38.0,0,0,123,10.0,80000.0,4,0,3,2,1
149,45.0,1,2,37,19.0,175000.0,1,3,4,2,1
150,29.0,0,0,80,3.0,45000.0,0,2,2,0,0
151,36.0,1,2,125,11.0,120000.0,1,3,4,2,1
152,43.0,0,3,153,18.0,140000.0,0,1,4,2,1
153,26.0,1,0,62,2.0,35000.0,4,1,0,0,0
154,37.0,0,2,145,9.0,95000.0,1,9,3,2,1
155,44.0,1,0,143,14.0,110000.0,4,0,4,2,1
156,32.0,0,0,68,5.0,50000.0,4,1,2,0,0
157,33.0,1,2,152,7.0,115000.0,2,6,3,0,1
158,51.0,0,3,33,23.0,185000.0,2,4,1,3,1
159,28.0,1,0,87,2.0,40000.0,0,9,0,0,0
160,39.0,0,0,164,12.0,90000.0,4,1,4,2,1
161,48.0,1,2,36,21.0,175000.0,4,1,1,3,1
162,30.0,0,0,61,3.0,45000.0,3,7,2,0,0
163,35.0,1,0,146,7.0,80000.0,2,9,3,0,1
164,41.0,0,2,139,13.0,120000.0,2,6,4,2,1
165,27.0,1,0,59,1.5,35000.0,2,9,0,0,0
166,40.0,0,0,122,14.0,110000.0,0,2,4,2,1
167,46.0,1,3,162,18.0,150000.0,1,3,4,3,1
168,31.0,0,0,69,4.0,50000.0,2,6,2,0,0
169,34.0,1,2,168,9.0,105000.0,2,6,3,0,1
170,50.0,0,2,30,20.0,180000.0,0,2,4,3,1
171,29.0,1,0,72,2.0,40000.0,1,1,0,0,0
172,33.62085944494181,1,0,176,8.094687360095508,115000.0,3,9,3,0,0
173,43.0,1,0,159,16.0,140000.0,3,9,4,2,1
174,26.0,0,2,64,1.5,45000.0,1,1,0,0,0
175,35.0,1,0,150,7.0,85000.0,2,9,3,0,1
176,42.0,0,3,148,18.0,140000.0,3,1,4,2,1
177,31.0,1,0,56,4.0,50000.0,3,8,2,0,0
178,38.0,0,0,138,10.0,80000.0,3,1,3,2,1
179,46.0,1,2,35,20.0,170000.0,4,1,4,3,1
180,29.0,0,0,83,2.0,40000.0,3,8,0,0,0
181,37.0,1,2,124,9.0,105000.0,2,4,3,2,1
182,44.0,0,3,170,15.0,145000.0,4,5,4,2,1
183,27.0,1,0,78,2.0,40000.0,4,5,0,0,1
184,36.0,0,0,149,8.0,85000.0,4,0,3,2,1
185,43.0,1,0,142,14.0,130000.0,2,4,4,2,1
186,33.0,0,2,132,6.0,95000.0,1,9,3,0,1
187,34.0,1,0,160,9.0,100000.0,3,7,3,0,1
188,50.0,0,3,38,22.0,180000.0,2,6,1,3,1
189,28.0,1,0,75,1.5,35000.0,3,8,0,0,0
190,39.0,0,0,121,12.0,95000.0,4,0,4,2,1
191,47.0,1,2,27,19.0,170000.0,0,1,4,3,1
192,30.0,0,0,84,3.0,45000.0,0,2,2,0,1
193,34.0,1,0,155,7.0,95000.0,2,4,3,0,1
194,40.0,0,2,140,13.0,120000.0,3,8,4,2,1
195,28.0,1,0,58,2.0,40000.0,4,0,0,0,0
196,41.0,0,0,146,11.0,90000.0,1,1,4,2,1
197,45.0,1,3,127,17.0,155000.0,3,1,4,2,1
198,32.0,0,0,55,5.0,55000.0,0,1,2,0,1
199,35.0,1,2,167,9.0,110000.0,1,1,3,0,1
200,49.0,0,2,32,21.0,180000.0,3,7,1,3,1
201,30.0,1,0,57,3.0,45000.0,3,9,2,0,0
202,44.0,1,0,163,16.0,130000.0,4,1,4,2,1
203,27.0,0,2,88,1.5,45000.0,4,5,0,0,0
204,36.0,1,0,123,7.0,90000.0,1,9,3,2,1
205,41.0,0,3,147,17.0,160000.0,3,7,4,2,1
206,31.0,1,0,70,4.0,50000.0,2,4,2,0,0
207,39.0,0,0,152,10.0,120000.0,0,1,3,2,1
208,47.0,1,2,30,20.0,170000.0,0,2,4,3,1
209,30.0,0,0,72,2.0,40000.0,2,6,0,0,0
210,38.0,1,2,141,9.0,110000.0,2,9,3,2,1
211,45.0,0,3,153,15.0,150000.0,2,4,4,2,1
212,28.0,1,0,59,2.0,40000.0,4,1,0,0,0
213,35.0,0,0,145,8.0,85000.0,4,9,3,0,1
214,44.0,1,0,168,14.0,130000.0,2,4,4,2,1
215,34.0,0,2,131,6.0,100000.0,3,8,3,0,1
216,35.0,1,0,157,9.0,95000.0,1,9,3,0,1
217,50.0,0,3,35,22.0,180000.0,0,2,1,3,1
218,29.0,1,0,60,1.5,35000.0,3,1,0,0,0
219,40.0,0,0,164,12.0,100000.0,2,4,4,2,1
220,48.0,1,2,34,19.0,170000.0,4,5,4,3,1
221,31.0,0,0,85,3.0,45000.0,3,8,2,0,0
222,33.0,1,0,154,7.0,100000.0,4,5,3,0,1
223,42.0,0,2,139,13.0,140000.0,2,9,4,2,1
224,28.0,1,0,68,2.0,40000.0,0,2,0,0,0
225,40.0,0,0,148,11.0,105000.0,3,9,4,2,1
226,46.0,1,3,129,18.0,160000.0,1,9,4,3,1
227,33.0,0,0,77,5.0,70000.0,0,1,2,0,1
228,37.0,1,2,166,9.0,120000.0,0,2,3,2,1
229,51.0,0,2,33,21.0,190000.0,4,5,1,3,1
230,30.0,1,0,74,3.0,45000.0,1,3,2,0,0
231,43.0,1,0,159,15.0,120000.0,1,1,4,2,1
232,27.0,0,2,81,1.5,50000.0,2,9,0,0,0
233,35.0,1,0,150,8.0,85000.0,1,9,3,0,1
234,42.0,0,3,148,13.0,140000.0,1,9,4,2,1
235,32.0,1,0,83,3.0,45000.0,0,9,2,0,0
236,37.0,0,0,132,9.0,100000.0,3,8,3,2,1
237,45.0,1,2,167,16.0,140000.0,0,1,4,2,1
238,33.0,0,0,75,5.0,70000.0,1,1,2,0,0
239,39.0,1,0,149,10.0,120000.0,1,3,3,2,1
240,44.0,0,3,136,18.0,160000.0,1,9,4,2,1
241,29.0,1,0,58,1.5,40000.0,0,2,0,0,0
242,38.0,0,0,155,10.0,120000.0,2,6,3,2,1
243,46.0,1,3,127,19.0,150000.0,3,1,4,3,1
244,34.0,0,0,71,6.0,70000.0,4,1,3,0,0
245,36.0,1,0,152,8.0,95000.0,4,9,3,2,1
246,49.0,0,2,34,21.0,180000.0,1,9,1,3,1
247,31.0,1,0,68,3.0,50000.0,1,3,2,0,0
248,41.0,0,0,157,11.0,95000.0,4,0,4,2,1
249,47.0,1,2,35,20.0,170000.0,1,9,4,3,1
250,30.0,0,0,72,2.0,40000.0,4,9,0,0,0
251,38.0,1,2,141,9.0,110000.0,0,2,3,2,1
252,45.0,0,3,153,15.0,150000.0,2,6,4,2,1
253,28.0,1,0,59,2.0,40000.0,4,1,0,0,0
254,35.0,0,0,145,8.0,85000.0,1,9,3,0,1
255,44.0,1,0,168,14.0,130000.0,0,2,4,2,1
256,34.0,0,2,131,6.0,100000.0,0,2,3,0,1
257,35.0,1,0,157,9.0,95000.0,3,1,3,0,1
258,50.0,0,3,35,22.0,180000.0,0,9,1,3,1
259,29.0,1,0,60,1.5,350.0,4,5,0,0,0
260,33.62085944494181,1,0,176,8.094687360095508,115000.0,1,9,3,0,0
261,37.0,0,0,133,10.0,120000.0,4,0,3,2,1
262,46.0,1,3,129,18.0,160000.0,2,4,4,3,1
263,31.0,0,0,72,3.0,50000.0,0,9,2,0,0
264,42.0,1,0,152,12.0,110000.0,1,3,4,2,1
265,29.0,0,0,83,1.5,40000.0,4,0,0,0,0
266,36.0,1,0,149,8.0,95000.0,3,9,3,2,1
267,44.0,0,2,137,15.0,140000.0,2,4,4,2,1
268,33.0,1,0,77,4.0,60000.0,2,6,2,0,1
269,39.0,0,0,146,9.0,110000.0,2,9,3,2,1
270,45.0,1,3,128,16.0,150000.0,0,1,4,2,1
271,32.0,0,0,73,4.0,60000.0,3,8,2,0,1
272,37.0,1,0,132,8.0,90000.0,0,2,3,2,1
273,47.0,0,2,34,20.0,180000.0,3,7,4,3,1
274,30.0,1,0,58,2.0,40000.0,0,2,0,0,0
275,38.0,0,0,159,9.0,120000.0,3,1,3,2,1
276,46.0,1,3,127,17.0,160000.0,3,1,4,3,1
277,34.0,0,0,68,5.0,70000.0,3,7,2,0,0
278,36.0,1,0,155,8.0,95000.0,0,1,3,2,1
279,49.0,0,2,35,21.0,180000.0,3,7,1,3,1
280,31.0,1,0,75,3.0,50000.0,4,5,2,0,0
281,41.0,0,0,157,11.0,95000.0,1,3,4,2,1
282,47.0,1,2,34,19.0,170000.0,1,9,4,3,1
283,29.0,0,0,59,1.5,35000.0,0,9,0,0,0
284,35.0,1,0,133,9.0,100000.0,1,9,3,0,1
285,44.0,0,3,153,15.0,150000.0,2,9,4,2,1
286,33.0,1,0,58,4.0,60000.0,1,3,2,0,0
287,35.0,0,0,145,8.0,85000.0,2,4,3,0,1
288,44.0,1,0,168,13.0,130000.0,1,9,4,2,1
289,32.0,1,0,78,4.0,65000.0,2,4,2,0,1
290,38.0,0,0,124,10.0,110000.0,0,1,3,2,1
291,49.0,1,3,35,21.0,180000.0,4,1,1,3,1
292,29.0,0,0,74,2.0,40000.0,0,2,0,0,0
293,35.0,1,0,125,7.0,90000.0,4,5,3,0,1
294,45.0,0,2,136,14.0,140000.0,3,8,4,2,1
295,33.0,1,0,68,4.0,60000.0,2,6,2,0,0
296,40.0,0,0,148,12.0,130000.0,0,1,4,2,1
297,44.0,1,3,129,16.0,160000.0,0,1,4,2,1
298,30.0,0,0,76,2.0,40000.0,0,9,0,0,0
299,37.0,1,0,145,9.0,100000.0,3,7,3,2,1
300,48.0,0,2,31,20.0,180000.0,4,5,4,3,1
301,31.0,1,0,79,3.0,55000.0,1,3,2,0,1
302,38.0,0,0,151,9.0,120000.0,1,1,3,2,1
303,45.0,1,3,128,16.0,150000.0,1,3,4,2,1
304,33.0,0,0,73,5.0,70000.0,3,7,2,0,1
305,36.0,1,0,124,8.0,95000.0,2,4,3,2,1
306,49.0,0,2,34,21.0,180000.0,2,9,1,3,1
307,31.0,1,0,75,3.0,50000.0,1,3,2,0,0
308,42.0,0,0,159,12.0,120000.0,0,9,4,2,1
309,47.0,1,2,34,19.0,170000.0,3,9,4,3,1
310,29.0,0,0,59,1.5,35000.0,0,9,0,0,0
311,35.0,1,0,133,9.0,100000.0,0,1,3,0,1
312,44.0,0,3,153,15.0,150000.0,0,1,4,2,1
313,33.0,1,0,58,4.0,60000.0,3,9,2,0,0
314,35.0,0,0,145,8.0,85000.0,1,3,3,0,1
315,44.0,1,0,168,13.0,130000.0,0,9,4,2,1
316,34.0,0,2,131,6.0,80000.0,1,9,3,0,1
317,36.0,1,0,149,8.0,95000.0,1,9,3,2,1
318,30.0,0,0,69,2.0,40000.0,3,8,0,0,0
319,37.0,1,0,125,10.0,120000.0,2,4,3,2,1
320,45.0,0,2,148,16.0,160000.0,1,3,4,2,1
321,32.0,1,0,67,4.0,65000.0,4,5,2,0,0
322,39.0,0,0,159,12.0,130000.0,1,9,4,2,1
323,47.0,1,3,29,20.0,180000.0,2,9,4,3,1
324,29.0,0,0,71,2.0,40000.0,0,2,0,0,0
325,36.0,1,0,152,9.0,100000.0,3,1,3,2,1
326,43.0,0,3,129,15.0,150000.0,4,0,4,2,1
327,32.0,1,0,72,3.0,55000.0,1,9,2,0,0
328,38.0,0,0,124,10.0,110000.0,2,9,3,2,1
329,48.0,1,2,34,21.0,180000.0,2,4,1,3,1
330,31.0,0,0,59,3.0,50000.0,2,6,2,0,0
331,40.0,1,0,132,12.0,130000.0,0,9,4,2,1
332,45.0,0,3,170,16.0,160000.0,0,1,4,2,1
333,33.0,1,0,78,4.0,60000.0,1,1,2,0,1
334,36.0,0,0,148,8.0,95000.0,2,6,3,2,1
335,47.0,1,2,35,19.0,170000.0,2,4,4,3,1
336,29.0,0,0,79,2.0,40000.0,3,7,0,0,1
337,34.0,1,0,151,7.0,90000.0,3,1,3,0,1
338,44.0,0,3,124,15.0,150000.0,3,9,4,2,1
339,33.0,1,0,74,5.0,70000.0,3,8,2,0,0
340,35.0,0,0,133,8.0,90000.0,0,9,3,0,1
341,43.0,1,2,34,18.0,170000.0,2,6,4,2,1
342,31.0,0,0,68,3.0,50000.0,3,1,2,0,0
343,41.0,1,0,155,14.0,150000.0,1,9,4,2,1
344,44.0,0,3,128,16.0,160000.0,1,1,4,2,1
345,33.0,1,0,58,4.0,60000.0,1,3,2,0,0
346,35.0,0,0,145,8.0,85000.0,1,1,3,0,1
347,45.0,1,2,29,19.0,180000.0,2,4,4,2,1
348,28.0,0,0,77,1.0,35000.0,1,1,0,0,1
349,36.0,1,0,125,8.0,110000.0,4,1,3,2,1
350,44.0,0,3,129,16.0,160000.0,2,4,4,2,1
351,31.0,1,0,72,3.0,55000.0,1,3,2,0,0
352,38.0,0,0,124,10.0,110000.0,1,3,3,2,1
353,48.0,1,2,34,21.0,180000.0,1,1,1,3,1
354,31.0,0,0,59,3.0,50000.0,1,3,2,0,0
355,40.0,1,0,132,12.0,130000.0,4,9,4,2,1
356,45.0,0,3,170,16.0,160000.0,3,1,4,2,1
357,33.0,1,0,78,4.0,60000.0,1,9,2,0,1
358,36.0,0,0,148,8.0,95000.0,3,8,3,2,1
359,47.0,1,2,35,19.0,170000.0,3,8,4,3,1
360,29.0,0,0,79,2.0,40000.0,0,2,0,0,1
361,34.0,1,0,151,7.0,90000.0,2,4,3,0,1
362,44.0,0,3,124,15.0,150000.0,3,8,4,2,1
363,33.0,1,0,74,5.0,70000.0,1,9,2,0,0
364,35.0,0,0,133,8.0,90000.0,2,4,3,0,1
365,43.0,1,2,34,18.0,170000.0,1,1,4,2,1
366,31.0,0,0,68,3.0,50000.0,1,3,2,0,0
367,41.0,1,0,155,14.0,150000.0,2,4,4,2,1
368,44.0,0,3,128,16.0,160000.0,0,9,4,2,1
369,33.0,1,0,58,4.0,60000.0,3,8,2,0,0
370,35.0,0,0,145,8.0,85000.0,2,9,3,0,1
371,43.0,1,2,35,19.0,170000.0,2,9,4,2,1
372,29.0,0,0,79,2.0,40000.0,4,1,0,0,1
373,34.0,1,0,151,7.0,90000.0,2,9,3,0,1
374,44.0,0,3,124,15.0,150000.0,3,9,4,2,1
375,31.0,1,2,20,6.0,160000.0,0,9,3,0,0
376,28.0,0,0,176,3.0,125000.0,1,3,2,0,0
377,26.0,1,2,106,2.0,120000.0,2,9,0,0,1
378,27.0,0,0,18,2.0,110000.0,3,7,0,0,0
379,30.0,1,3,20,5.0,180000.0,2,6,2,0,0
380,29.0,0,0,176,4.0,140000.0,0,9,2,0,0
381,32.0,1,0,106,7.0,170000.0,4,1,3,0,1
382,25.0,0,2,18,1.0,100000.0,2,9,0,4,0
383,33.0,1,3,20,8.0,190000.0,3,7,3,0,0
384,31.0,0,0,176,6.0,155000.0,3,8,3,0,0
385,28.0,1,2,106,3.0,130000.0,1,3,2,0,1
386,30.0,0,0,18,5.0,145000.0,4,0,2,0,0
387,27.0,1,3,20,2.0,115000.0,4,0,0,0,0
388,29.0,0,0,176,4.0,140000.0,4,5,2,0,0
389,34.0,1,0,106,9.0,185000.0,2,4,3,0,1
390,25.0,0,2,18,1.0,100000.0,0,2,0,4,0
391,33.0,1,3,20,8.0,190000.0,1,3,3,0,0
392,31.0,0,0,176,6.0,155000.0,3,8,3,0,0
393,28.0,1,2,106,3.0,130000.0,0,9,2,0,1
394,30.0,0,0,18,5.0,145000.0,0,9,2,0,0
395,28.0,1,0,176,3.0,125000.0,2,6,2,0,0
396,26.0,0,2,106,2.0,120000.0,4,9,0,0,1
397,27.0,1,0,18,2.0,110000.0,4,0,0,0,0
398,30.0,0,3,20,5.0,180000.0,2,6,2,0,0
399,29.0,1,0,176,4.0,140000.0,4,5,2,0,0
400,32.0,1,0,106,7.0,170000.0,2,4,3,0,1
401,25.0,0,2,18,1.0,100000.0,0,1,0,4,0
402,33.0,1,3,20,8.0,190000.0,1,1,3,0,0
403,31.0,0,0,176,6.0,155000.0,0,2,3,0,0
404,28.0,1,2,106,3.0,130000.0,1,1,2,0,1
405,30.0,0,0,18,5.0,145000.0,1,1,2,0,0
406,27.0,1,3,20,2.0,115000.0,3,1,0,0,0
407,29.0,0,0,176,4.0,140000.0,0,9,2,0,0
408,34.0,1,0,106,9.0,185000.0,1,9,3,0,1
409,25.0,0,2,18,1.0,100000.0,2,9,0,4,0
410,33.0,1,3,20,8.0,190000.0,3,9,3,0,0
411,31.0,0,0,176,6.0,155000.0,0,2,3,0,0
412,28.0,1,2,106,3.0,130000.0,1,1,2,0,1
413,30.0,0,0,18,5.0,145000.0,1,9,2,0,0
414,28.0,1,0,176,3.0,125000.0,0,1,2,0,0
415,26.0,0,2,106,2.0,120000.0,4,9,0,0,1
416,27.0,1,0,18,2.0,110000.0,0,9,0,0,0
417,30.0,0,3,20,5.0,180000.0,1,3,2,0,0
418,29.0,1,0,176,4.0,140000.0,0,1,2,0,0
419,32.0,1,0,106,7.0,170000.0,4,0,3,0,1
420,25.0,0,2,18,1.0,100000.0,1,3,0,4,0
421,33.0,1,3,20,8.0,190000.0,0,2,3,0,0
422,31.0,0,0,176,6.0,155000.0,2,4,3,0,0
423,28.0,1,2,106,3.0,130000.0,3,7,2,0,1
424,30.0,0,0,18,5.0,145000.0,2,9,2,0,0
425,27.0,1,3,20,2.0,115000.0,0,2,0,0,0
426,29.0,0,0,176,4.0,140000.0,2,6,2,0,0
427,34.0,1,0,106,9.0,185000.0,2,6,3,0,1
428,25.0,0,2,18,1.0,100000.0,2,4,0,4,0
429,33.0,1,3,20,8.0,190000.0,4,1,3,0,0
430,31.0,0,0,176,6.0,155000.0,0,1,3,0,0
431,28.0,1,2,106,3.0,130000.0,0,2,2,0,1
432,30.0,0,0,18,5.0,145000.0,0,2,2,0,0
433,28.0,1,0,176,3.0,125000.0,1,3,2,0,0
434,26.0,0,2,106,2.0,120000.0,3,1,0,0,1
435,27.0,1,0,18,2.0,110000.0,2,9,0,0,0
436,30.0,0,3,20,5.0,180000.0,4,0,2,0,0
437,29.0,1,0,176,4.0,140000.0,1,1,2,0,0
438,32.0,1,0,106,7.0,170000.0,2,6,3,0,1
439,25.0,0,2,18,1.0,100000.0,0,1,0,4,0
440,33.0,1,3,20,8.0,190000.0,4,1,3,0,0
441,31.0,0,0,176,6.0,155000.0,2,4,3,0,0
442,28.0,1,2,106,3.0,130000.0,4,5,2,0,1
443,30.0,0,0,18,5.0,145000.0,4,9,2,0,0
444,27.0,1,3,20,2.0,115000.0,2,6,0,0,0
445,29.0,0,0,176,4.0,140000.0,4,0,2,0,0
446,34.0,1,0,106,9.0,185000.0,2,4,3,0,1
